1.085947762475057754e+00,1.517529184572083523e+00,6.733077328552087293e-01,6.276750531185038007e-01,-1.331204476247896284e+00,-1.636892082810206261e+00,-7.070184094082616610e-01
1.497991434727151905e+00,1.517529184572083523e+00,1.581464614888626219e+00,8.504821641528599319e-01,-1.516956385535392915e+00,-1.636892082810206261e+00,-7.070184094082616610e-01
1.191354283283732940e+00,1.517529184572083523e+00,1.192254522588590104e+00,5.475116480902698646e-01,-1.702708294822889545e+00,-1.636892082810206261e+00,-7.070184094082616610e-01
1.057200529527237309e+00,1.517529184572083523e+00,1.192254522588590104e+00,5.439750272802007514e-01,-1.331204476247896284e+00,-1.636892082810206261e+00,-7.070184094082616610e-01
2.255001902353092280e+00,1.517529184572083523e+00,2.437726817948705715e+00,1.614392259127795048e+00,-2.074212113397882806e+00,-1.636892082810206261e+00,-7.070184094082616610e-01
2.494562176918263763e+00,1.517529184572083523e+00,3.008568286655425528e+00,1.629717615971427946e+00,-2.445715931972876067e+00,-1.636892082810206261e+00,-7.070184094082616610e-01
2.360408423161767910e+00,1.517529184572083523e+00,2.878831589222079934e+00,1.580204924630459917e+00,-2.631467841260372698e+00,-1.636892082810206261e+00,-7.070184094082616610e-01
2.504144587900870356e+00,1.517529184572083523e+00,3.138304984088770677e+00,1.713417641809731107e+00,-2.074212113397882806e+00,-1.636892082810206261e+00,-7.070184094082616610e-01
1.881287874031425611e+00,1.517529184572083523e+00,2.230148102055353299e+00,1.035565319879811819e+00,-2.631467841260372698e+00,-1.636892082810206261e+00,-7.070184094082616610e-01
1.814210997153177685e+00,1.517529184572083523e+00,1.711201312321971590e+00,6.972285957165302861e-01,-2.074212113397882806e+00,-1.636892082810206261e+00,-7.070184094082616610e-01
1.402167324901083534e+00,1.517529184572083523e+00,1.451727917455280847e+00,7.514567814709238736e-01,-2.817219750547869328e+00,-1.636892082810206261e+00,-7.070184094082616610e-01
2.504144587900870356e+00,1.517529184572083523e+00,3.138304984088770677e+00,1.349058869155363993e-01,-2.074212113397882806e+00,-1.636892082810206261e+00,-7.070184094082616610e-01
-7.730399681506696652e-01,-8.553957419127250494e-01,-2.348491491782088159e-01,-7.068098658809199852e-01,-2.166930205229166684e-01,-1.636892082810206261e+00,1.788756575802901816e+00
4.146496537091194645e-02,3.310667213296792366e-01,-2.348491491782088159e-01,-1.633491347336281097e-01,-3.094111123542005182e-02,-1.636892082810206261e+00,-7.070184094082616610e-01
5.104737635351878910e-02,3.310667213296792366e-01,-1.829544702048706839e-01,-2.329026773316546228e-01,-3.094111123542005182e-02,-1.636892082810206261e+00,-7.070184094082616610e-01
6.062978733612563176e-02,3.310667213296792366e-01,-4.943225440448995589e-01,-4.533520411592979471e-01,1.548107980520765647e-01,-1.636892082810206261e+00,-7.070184094082616610e-01
-9.263585438723791476e-01,-8.553957419127250494e-01,-4.164805255848923471e-01,-9.920972778931642644e-01,-4.024449298104132988e-01,-1.636892082810206261e+00,1.788756575802901816e+00
-9.263585438723791476e-01,-8.553957419127250494e-01,-1.506268784024993534e+00,-1.339864990883296691e+00,1.826577981639545989e+00,-1.636892082810206261e+00,5.408690831973200774e-01
-8.017872010984901099e-01,-8.553957419127250494e-01,-4.424278650715613992e-01,-3.531477848740054992e-01,7.120665259145664283e-01,-1.636892082810206261e+00,5.408690831973200774e-01
-8.305344340463106656e-01,-8.553957419127250494e-01,-3.645858466115541874e-01,-6.384351968862498339e-01,-4.024449298104132988e-01,-1.636892082810206261e+00,5.408690831973200774e-01
-8.592816669941312213e-01,-8.553957419127250494e-01,-2.348491491782088159e-01,-7.032732450708507610e-01,7.120665259145664283e-01,-1.636892082810206261e+00,5.408690831973200774e-01
-6.963806802898149240e-01,-8.553957419127250494e-01,2.322029615818344828e-01,-8.694944231441006366e-01,-1.145452566960399654e+00,-1.636892082810206261e+00,5.408690831973200774e-01
5.104737635351878910e-02,3.310667213296792366e-01,-3.645858466115541874e-01,-3.814407513545586825e-01,-2.166930205229166684e-01,-1.636892082810206261e+00,-7.070184094082616610e-01
1.593815544553220498e+00,1.517529184572083523e+00,2.878831589222079934e+00,1.937403626447443683e+00,-5.881968390979098738e-01,-1.636892082810206261e+00,-7.070184094082616610e-01
1.085947762475057754e+00,1.517529184572083523e+00,2.489621496922044042e+00,1.655652835245268406e+00,-2.166930205229166684e-01,-1.636892082810206261e+00,-7.070184094082616610e-01
1.191354283283732940e+00,1.517529184572083523e+00,2.749094891788734785e+00,1.662726076865406633e+00,-7.739487483854065042e-01,-1.636892082810206261e+00,-7.070184094082616610e-01
-5.143148716202848858e-01,-8.553957419127250494e-01,-3.645858466115541874e-01,-8.341282150434091713e-01,-3.094111123542005182e-02,-1.365358762682385541e+00,-7.070184094082616610e-01
-7.730399681506696652e-01,-8.553957419127250494e-01,-2.348491491782088159e-01,-8.765676647642388630e-01,-5.881968390979098738e-01,-1.365358762682385541e+00,1.788756575802901816e+00
3.672669387795445828e-01,3.310667213296792366e-01,-1.051124517448634582e-01,-3.979449818015480256e-01,-9.597006576729031346e-01,-1.365358762682385541e+00,-7.070184094082616610e-01
3.001900619012967120e-01,3.310667213296792366e-01,2.462424568848190637e-02,5.510482689003390888e-01,-3.094111123542005182e-02,-1.365358762682385541e+00,-7.070184094082616610e-01
5.397503364664677505e-01,3.310667213296792366e-01,-1.051124517448634582e-01,4.213721725311370681e-01,-3.094111123542005182e-02,-1.365358762682385541e+00,-7.070184094082616610e-01
3.672669387795445828e-01,3.310667213296792366e-01,-1.051124517448634582e-01,3.730383547935254285e-01,-3.094111123542005182e-02,-1.365358762682385541e+00,-7.070184094082616610e-01
1.497991434727151905e+00,1.517529184572083523e+00,1.581464614888626219e+00,1.458780943484752735e+00,-1.331204476247896284e+00,-1.365358762682385541e+00,-7.070184094082616610e-01
1.977111983857493982e+00,1.517529184572083523e+00,1.840938009755316962e+00,1.759393712340630023e+00,-1.516956385535392915e+00,-1.365358762682385541e+00,-7.070184094082616610e-01
1.507573845709758720e+00,1.517529184572083523e+00,1.270096541048597372e+00,1.393942895300151807e+00,-7.739487483854065042e-01,-1.365358762682385541e+00,-7.070184094082616610e-01
1.191354283283732940e+00,1.517529184572083523e+00,1.192254522588590104e+00,1.325568226305481545e+00,-9.597006576729031346e-01,-1.365358762682385541e+00,-7.070184094082616610e-01
1.977111983857493982e+00,1.517529184572083523e+00,1.711201312321971590e+00,2.091836068487129552e+00,-1.331204476247896284e+00,-1.365358762682385541e+00,-7.070184094082616610e-01
1.977111983857493982e+00,1.517529184572083523e+00,1.840938009755316962e+00,2.556312268209544047e+00,-1.331204476247896284e+00,-1.365358762682385541e+00,-7.070184094082616610e-01
-5.143148716202848858e-01,-8.553957419127250494e-01,-8.316379573715975138e-01,-6.643704161600901825e-01,1.269322253777056320e+00,-1.365358762682385541e+00,-7.070184094082616610e-01
5.397503364664677505e-01,3.310667213296792366e-01,-1.051124517448634582e-01,3.659651131733871465e-01,-2.166930205229166684e-01,-1.365358762682385541e+00,-7.070184094082616610e-01
