1.500000000000000000e+01,6.050000000000000000e+02
1.300000000000000000e+01,6.966699830000000020e+02
2.500000000000000000e+01,4.433299870000000169e+02
2.200000000000000000e+01,3.733299870000000169e+02
1.900000000000000000e+01,3.400000000000000000e+02
2.100000000000000000e+01,5.233300169999999980e+02
3.400000000000000000e+01,2.400000000000000000e+02
8.000000000000000000e+00,2.900000000000000000e+02
2.300000000000000000e+01,3.950000000000000000e+02
9.000000000000000000e+00,4.866700129999999831e+02
4.100000000000000000e+01,5.000000000000000000e+02
1.700000000000000000e+01,5.333300169999999980e+02
3.900000000000000000e+01,3.800000000000000000e+02
1.200000000000000000e+01,1.650000000000000000e+02
4.000000000000000000e+01,2.900000000000000000e+02
5.200000000000000000e+01,3.983299870000000169e+02
1.100000000000000000e+01,3.166700129999999831e+02
5.600000000000000000e+01,3.200000000000000000e+02
1.900000000000000000e+01,4.433299870000000169e+02
4.600000000000000000e+01,3.233299870000000169e+02
6.000000000000000000e+00,3.000000000000000000e+02
5.700000000000000000e+01,5.800000000000000000e+02
7.800000000000000000e+01,8.133300169999999980e+02
2.600000000000000000e+01,5.900000000000000000e+02
1.500000000000000000e+01,5.533300169999999980e+02
3.200000000000000000e+01,2.700000000000000000e+02
4.300000000000000000e+01,4.000000000000000000e+02
3.900000000000000000e+01,3.966700129999999831e+02
1.100000000000000000e+01,2.933299870000000169e+02
2.500000000000000000e+01,3.600000000000000000e+02
2.800000000000000000e+01,6.733300169999999980e+02
5.700000000000000000e+01,6.666699830000000020e+02
2.000000000000000000e+01,9.000000000000000000e+02
2.100000000000000000e+01,9.633300169999999980e+02
2.400000000000000000e+01,2.300000000000000000e+02
2.400000000000000000e+01,4.200000000000000000e+02
9.000000000000000000e+00,3.666700129999999831e+02
3.900000000000000000e+01,3.266700129999999831e+02
6.900000000000000000e+01,4.433299870000000169e+02
1.900000000000000000e+01,6.233300169999999980e+02
2.500000000000000000e+01,4.333299870000000169e+02
2.900000000000000000e+01,3.733299870000000169e+02
2.600000000000000000e+01,3.650000000000000000e+02
7.900000000000000000e+01,4.166700129999999831e+02
3.100000000000000000e+01,7.183300169999999980e+02
2.900000000000000000e+01,5.416699830000000020e+02
2.800000000000000000e+01,4.483299870000000169e+02
1.000000000000000000e+00,1.200000000000000000e+02
2.000000000000000000e+00,1.050000000000000000e+02
1.000000000000000000e+00,8.000000000000000000e+01
1.000000000000000000e+00,1.500000000000000000e+02
2.800000000000000000e+01,4.566700129999999831e+02
1.900000000000000000e+01,1.383300020000000075e+02
5.700000000000000000e+01,2.116699979999999925e+02
2.400000000000000000e+01,2.800000000000000000e+02
4.000000000000000000e+01,3.616700129999999831e+02
1.420000000000000000e+02,2.816700129999999831e+02
7.000000000000000000e+00,1.000000000000000000e+03
2.300000000000000000e+01,6.833300169999999980e+02
